filename,Mobilenet_v1,Inception_v4,Resnet_v1_152,kp_surf,average_perceived_brightness,contrast,area_by_perim,aspect_ratio,edge_length1,hue1
ILSVRC2012_val_00000001.JPEG,1,0,0,0.21509082681971892,0.0653634555086992,-0.4518978580836527,-0.4123537531096922,0.549662077084279,-0.17777819257055766,-0.3757207759570506
ILSVRC2012_val_00000002.JPEG,0,0,0,0.2583197288162638,-0.2912920381222451,-0.40338601353294673,-0.48445476569572343,0.06758716977243036,-0.49090962181176234,-0.519526281241019
ILSVRC2012_val_00000003.JPEG,1,0,0,0.18359395042269913,-0.07221001507636902,-0.05586940071288145,0.3551205297434239,-0.06896074488152824,0.009977779086508288,0.1279347268768054
ILSVRC2012_val_00000004.JPEG,1,0,0,-0.23260926407992183,0.9726401098433016,0.3826195369449806,0.9161048084308808,0.5194543003313504,1.1581740787444028,0.8392553724996231
ILSVRC2012_val_00000005.JPEG,0,1,0,0.2651210848962084,-0.3705150445804968,-0.380947474887017,-0.2729748565854628,-0.30371061596419413,-0.6124499190966797,-0.3692338595949446
ILSVRC2012_val_00000006.JPEG,0,1,0,0.2682244803727801,-0.3509151565344788,-0.4251384582541965,-0.5397182568041077,-0.0009226761934526296,-0.6687604613425661,-0.3400438072485294
ILSVRC2012_val_00000007.JPEG,1,0,0,0.27087881327712077,-0.4615399005196808,-0.4601795942895928,-0.40433847247069943,-0.1937067833001636,-0.7134453257666609,-0.22041260753752265
ILSVRC2012_val_00000008.JPEG,0,0,0,-0.1085123299412073,0.13349635296176532,0.03271555797980325,-0.1767505599708571,-0.05682371132748601,1.11898569527536,0.08976801531286603
ILSVRC2012_val_00000009.JPEG,1,0,0,0.24722619415800023,-0.16059552579211353,-0.1533572841385151,-0.37180394147663476,0.26538232610855667,-0.4184067572252903,-0.07296033432583207
ILSVRC2012_val_00000010.JPEG,1,0,0,-11.853487807982495,2.930566934255654,1.932222604517977,6.37612738850068,2.8318001471459335,7.135681518753761,5.548456236810712
ILSVRC2012_val_00000011.JPEG,1,0,0,0.2712589549876865,-0.4296590001290341,-0.45148362465361735,-0.3808485963278309,-0.3744790406917011,-0.772905024080428,-0.3996447913672942
ILSVRC2012_val_00000012.JPEG,1,0,0,0.26516912032206935,-0.4410443017815206,-0.3507973849549437,-0.3138400748720314,-0.33285718518752144,-0.58173129122193,-0.4070786112726238
ILSVRC2012_val_00000013.JPEG,1,0,0,0.26483350585479787,-0.3499468004339415,-0.35028537558412143,-0.23506872960381084,-0.24547871961910725,-0.627487745242172,-0.3864208058976135
ILSVRC2012_val_00000014.JPEG,1,0,0,0.20808489701395122,-0.1547996812325634,-0.05997388966033413,-0.048784866766040096,-0.21891837998062166,-0.08803234607019941,-0.4005093824618122
ILSVRC2012_val_00000015.JPEG,1,0,0,0.26982412198705874,-0.3744790789382577,-0.5231511332446152,-0.5129366218304631,-0.13778014239287187,-0.7026726732289742,-0.35414771838123726
ILSVRC2012_val_00000016.JPEG,1,0,0,0.26661977000231224,-0.4411889101351452,-0.45100724851873486,-0.31367613980617676,-0.26944782343542834,-0.6059592307223496,-0.5443027663057721
ILSVRC2012_val_00000017.JPEG,0,0,0,0.2632124835375669,-0.3654195319953995,-0.33618617784115945,-0.5615118576184436,-0.31995291181537205,-0.547544455325237,-0.05036438418481787
ILSVRC2012_val_00000018.JPEG,0,1,0,-0.7480082746183095,3.7953324972576423,0.9329302720983226,0.77392946976377,2.627266173399273,0.5276416658131483,-0.49992808518497195
ILSVRC2012_val_00000019.JPEG,1,0,0,-0.21812720096980204,1.155699711056673,2.184748159738787,1.7505743326098966,1.2093889050312687,0.7769289895975777,0.8118080416488421
ILSVRC2012_val_00000020.JPEG,1,0,0,0.2662740086036081,-0.3252941011717684,-0.3430736629655284,-0.21452798067755394,-0.29339383265760044,-0.6985695130471253,-0.5401146076022465
ILSVRC2012_val_00000021.JPEG,1,0,0,0.27191974541738706,-0.4341685903464039,-0.4798278877236805,-0.5597064262247262,-0.37506403805142996,-0.7596335932480685,-0.39309008850702615
ILSVRC2012_val_00000022.JPEG,1,0,0,0.26225074636736856,-0.28636780278689217,-0.1917841224099952,-0.5055647736818702,-0.4114904289271978,-0.5862802568795551,-0.3453375829296808
ILSVRC2012_val_00000023.JPEG,1,0,0,-0.37410765140082547,1.4410122378942731,0.38989763684706724,0.32288010774785836,0.18140253412558446,1.3744333243611326,0.4344075820082713
ILSVRC2012_val_00000024.JPEG,1,0,0,0.2654689457633813,-0.40292846919829534,-0.40439809146833433,-0.30866719444439683,-0.2323890194669133,-0.5976973858017881,-0.38389182578800535
ILSVRC2012_val_00000025.JPEG,1,0,0,0.27148552841328827,-0.4119059252191161,-0.48533956411634405,-0.4734501249067743,-0.38170717219101724,-0.7711465130070474,-0.29076797588852893
ILSVRC2012_val_00000026.JPEG,1,0,0,0.09665774338670784,0.06376592946373996,0.14767364648517461,0.36885160062520495,0.12232453886573093,0.4125715618201561,0.623402019020091
ILSVRC2012_val_00000027.JPEG,1,0,0,0.2711285319834431,-0.4117514754342282,-0.392912194344037,-0.45423641507228696,-0.258655905941994,-0.7735081322248007,-0.4165413072383871
ILSVRC2012_val_00000028.JPEG,0,1,0,0.26104778016449504,-0.31170587831284,-0.3365709966592435,-0.21293186705918227,-0.3316252741565425,-0.5663359460823075,-0.33075378721988447
ILSVRC2012_val_00000029.JPEG,0,0,1,0.25685825339434665,-0.4216067451213764,-0.3629493733000953,-0.31062496735146555,-0.25122210225842195,-0.44436493975847263,-0.29269365964904875
ILSVRC2012_val_00000030.JPEG,0,0,1,0.21019202575622328,-0.08239550981865415,0.18987609019097673,-0.023813549722515967,0.39846554082353725,-0.14950137755595186,0.1672508152684262
ILSVRC2012_val_00000031.JPEG,1,0,0,0.25590123628720884,-0.4875444740795226,-0.2690811941586882,-0.3961177344000958,-0.37076274298764056,-0.41892419164275774,-0.37784424497669555
ILSVRC2012_val_00000032.JPEG,1,0,0,0.22125082887467548,-0.14744118682458032,0.10423488666766237,0.01756201222591647,-0.07739189995927884,-0.21592675742340897,-0.26565079267148733
ILSVRC2012_val_00000033.JPEG,1,0,0,0.26553971830425077,-0.34176649858746405,-0.4613752669854445,-0.5102303157183373,-0.3317788166079834,-0.5993511432803948,-0.46014620245528853
ILSVRC2012_val_00000034.JPEG,1,0,0,0.2617814118964075,-0.2578753209274002,-0.2582174262051744,-0.47740426481705217,-0.4062706304292083,-0.5858131705519796,-0.12010295414239013
ILSVRC2012_val_00000035.JPEG,1,0,0,0.2638950705121915,-0.43041266498939545,-0.42549273964514017,-0.19779806969192337,-0.35697767030878647,-0.5717212240292944,-0.37935648883222917
ILSVRC2012_val_00000036.JPEG,1,0,0,0.27002065793179303,-0.4206364317391794,-0.4294821384482005,-0.427851363388616,-0.41440961240157853,-0.7007729226918636,-0.3761483991235819
ILSVRC2012_val_00000037.JPEG,0,0,0,-2.3369562439030305,3.1829652565973863,2.106172735796125,2.048797046566044,5.691322453705251,3.423529479867116,3.4926630165718504
ILSVRC2012_val_00000038.JPEG,1,0,0,0.25682009627021696,-0.3874875738613524,-0.3996011261234768,-0.4063928866774347,-0.4174660887875165,-0.44172929428169394,-0.3198578384305277
ILSVRC2012_val_00000039.JPEG,0,0,0,0.2342159766564796,-0.24679748917589234,-0.27266163442197094,-0.3811317966584545,1.1643345130114742,-0.23797742221470508,-0.1776382450431232
ILSVRC2012_val_00000040.JPEG,0,1,0,0.23305792481984108,-0.28763359245056613,-0.39841927407753097,-0.41508562371011076,-0.30474522067660637,-0.21007026603448295,-0.47359022745180573
