filename,Mobilenet_v1,Inception_v4,Resnet_v1_152,kp_surf,average_perceived_brightness,contrast,area_by_perim,aspect_ratio,edge_length1,hue1
ILSVRC2012_val_00000001.JPEG,1,0,0,3657,189.69286864864026,24.82457637930412,33.795180722891565,3.8823529411764706,275,0.007220559477124184
ILSVRC2012_val_00000002.JPEG,0,0,0,7029,174.42883528194133,58.779438313165926,45.239858906525576,4.017699115044247,275,0.0024458457516339867
ILSVRC2012_val_00000003.JPEG,1,0,0,2248,93.42335824777507,44.725204148852626,87.61626248216834,0.980225988700565,218,0.017274792156862742
ILSVRC2012_val_00000004.JPEG,1,0,0,1211,150.76383206733738,42.93117994495523,75.76542207792208,1.2899628252788105,286,0.01965182745098039
ILSVRC2012_val_00000005.JPEG,0,1,0,6270,118.07817622171582,57.03075525265233,91.3721244925575,1.2326283987915407,158,0.012793640699523049
ILSVRC2012_val_00000006.JPEG,0,1,0,6719,136.4296533883202,51.34494897104573,28.92530487804878,3.3733333333333335,126,0.01591515345268542
ILSVRC2012_val_00000007.JPEG,1,0,0,6892,82.47298481515816,44.72308202716466,65.56229235880399,2.1191709844559585,94,0.025603874603733708
ILSVRC2012_val_00000008.JPEG,0,0,0,2210,129.01737623050866,51.522089183491495,41.498493975903614,1.0121212121212122,507,0.016370739869281045
ILSVRC2012_val_00000009.JPEG,1,0,0,3898,135.2563687451979,64.6948204905493,42.03118040089087,3.0089285714285716,185,0.02098718954248366
ILSVRC2012_val_00000010.JPEG,1,0,0,53,105.39625460203588,33.5193001192101,106.51898734177215,1.3235294117647058,359,0.027048658823529408
ILSVRC2012_val_00000011.JPEG,1,0,0,7896,113.45029611965046,53.49245683549013,82.2469604863222,0.9879154078549849,54,0.013401156862745097
ILSVRC2012_val_00000012.JPEG,1,0,0,6826,92.261414252949,68.85169423173296,88.73772791023843,1.1411411411411412,196,0.011018692027709288
ILSVRC2012_val_00000013.JPEG,1,0,0,5409,110.25143125467567,54.65119483808583,86.71839887640449,1.3812709030100334,127,0.009990013542954717
ILSVRC2012_val_00000014.JPEG,1,0,0,4068,143.33572889468866,80.24197753686758,94.77165354330708,1.152542372881356,348,0.006895744680851064
ILSVRC2012_val_00000015.JPEG,1,0,0,8405,155.72145419894613,37.1560807380576,44.84057971014493,3.0588235294117645,125,0.018571834996652187
ILSVRC2012_val_00000016.JPEG,1,0,0,6708,90.58400733981966,45.564265366450215,87.2370218579235,1.5505226480836236,174,0.0004611434964376141
ILSVRC2012_val_00000017.JPEG,0,0,0,4689,90.11756324035083,49.55506119253164,16.259541984732824,0.8450704225352113,153,0.026410624836601303
ILSVRC2012_val_00000018.JPEG,0,1,0,602,215.9877776355048,33.9254026317979,35.60681114551084,2.047169811320755,101,0.0003689411764705882
ILSVRC2012_val_00000019.JPEG,1,0,0,907,125.75822450633645,87.75968347331053,86.85801630434783,1.6192170818505338,173,0.014412423529411763
ILSVRC2012_val_00000020.JPEG,1,0,0,6256,139.12634522676228,64.6852320269169,105.23306074766356,1.2949061662198391,96,0.0007251450980392156
ILSVRC2012_val_00000021.JPEG,1,0,0,8377,117.50967857112344,48.948542504681605,29.61181434599156,1.043103448275862,70,0.014834949019607843
ILSVRC2012_val_00000022.JPEG,1,0,0,5603,141.08276601688436,85.81517383814804,31.49824561403509,0.49214659685863876,158,0.012943247058823527
ILSVRC2012_val_00000023.JPEG,1,0,0,1319,214.73956140412125,47.58557716392549,51.83855421686747,0.9483568075117371,349,0.015329321639881374
ILSVRC2012_val_00000024.JPEG,1,0,0,6732,110.32893711968867,56.04314128930123,88.8541935483871,1.8079710144927537,181,0.01262466928104575
ILSVRC2012_val_00000025.JPEG,1,0,0,8949,140.54708403271025,50.67214802046189,61.33197556008147,1.0543933054393306,63,0.026156501960784312
ILSVRC2012_val_00000026.JPEG,1,0,0,1907,99.53269135073475,51.091599176548264,75.81290849673202,1.2093862815884477,275,0.02551740653594771
ILSVRC2012_val_00000027.JPEG,1,0,0,5613,88.22163266140299,48.82666712767671,42.6189111747851,1.3581081081081081,38,0.008458847011858634
ILSVRC2012_val_00000028.JPEG,0,1,0,6528,151.91736673348424,68.91836573397053,110.25056561085972,1.0997624703087887,199,0.01615387406063747
ILSVRC2012_val_00000029.JPEG,0,0,1,5781,86.6579986975742,56.035541383658185,75.91321656050955,1.443579766536965,257,0.016789151109545614
ILSVRC2012_val_00000030.JPEG,0,0,1,2383,97.00823204782468,66.64300137998103,57.80747663551402,2.165680473372781,187,0.01933661699346405
ILSVRC2012_val_00000031.JPEG,1,0,0,5003,50.11978472593017,63.94228740859801,49.22760290556901,0.6454183266932271,237,0.009729632698149682
ILSVRC2012_val_00000032.JPEG,1,0,0,3673,131.33943992864778,92.26706043653547,94.89786967418546,1.5659163987138263,260,0.011816512418300654
ILSVRC2012_val_00000033.JPEG,1,0,0,6555,137.64510283722655,42.294881407644624,35.66433566433567,1.1029411764705883,175,0.006663349203911329
ILSVRC2012_val_00000034.JPEG,1,0,0,5663,154.76294214876032,74.36963657903324,37.976190476190474,0.5272727272727272,160,0.027450980392156862
ILSVRC2012_val_00000035.JPEG,1,0,0,9544,136.6587906970791,72.84431917399942,166.71449487554904,1.3633217993079585,285,0.018387626826147762
ILSVRC2012_val_00000036.JPEG,1,0,0,8019,120.67925399696816,60.1269969492898,69.03315881326353,0.6803519061583577,121,0.015732413071895424
ILSVRC2012_val_00000037.JPEG,0,0,0,418,147.17604897923292,46.63547910122393,53.3616298811545,3.2071428571428573,250,0.023377518695165755
ILSVRC2012_val_00000038.JPEG,1,0,0,6524,114.58349613893304,55.374283333210435,61.607734806629836,0.5338983050847458,292,0.016949918954248362
ILSVRC2012_val_00000039.JPEG,0,0,0,4150,117.1110327810193,52.63316783985446,43.29683544303798,6.97979797979798,283,0.01746141682479443
ILSVRC2012_val_00000040.JPEG,0,1,0,4762,119.70167646444769,40.67294894502556,43.44827586206897,0.9333333333333333,340,0.004129286274509804
ILSVRC2012_val_00000041.JPEG,0,0,0,1858,166.7335412077328,79.8927961811132,96.65914948453609,0.8880778588807786,440,0.014896307183590186
ILSVRC2012_val_00000042.JPEG,1,0,0,939,114.06961654560482,76.42314257616432,41.083086053412465,1.3732394366197183,310,0.009839456209150325
ILSVRC2012_val_00000043.JPEG,1,0,0,6857,94.45807653994655,34.4404918777334,78.00637958532695,0.8716417910447761,235,0.022664979145692505
ILSVRC2012_val_00000044.JPEG,1,0,0,2619,104.2547351825315,49.25487011818003,81.5068493150685,1.19,186,0.00678075816993464
ILSVRC2012_val_00000045.JPEG,1,0,0,5549,134.54167328954856,84.09254330809468,85.02017291066282,0.7525252525252525,374,0.01987816993464052
ILSVRC2012_val_00000046.JPEG,1,0,0,1124,138.91425897939854,68.26423368786249,52.13625866050808,0.6782945736434108,401,0.007628264890862006
ILSVRC2012_val_00000047.JPEG,1,0,0,3358,99.16640695929468,52.83180029305628,105.1461716937355,1.3681318681318682,282,0.013470651148159799
ILSVRC2012_val_00000048.JPEG,0,0,0,2419,129.4982953196975,58.28901615704636,89.30463576158941,1.603448275862069,121,0.018557851969616672
ILSVRC2012_val_00000049.JPEG,1,0,0,2206,126.10100196655789,80.88409039351919,58.11890838206628,1.8820224719101124,127,0.020331561660197076
ILSVRC2012_val_00000050.JPEG,0,0,0,5645,116.09158536207593,66.6083894813853,63.22706065318818,0.3680851063829787,89,0.013147369548912458
ILSVRC2012_val_00000051.JPEG,1,0,0,4638,108.78935303666634,36.512616703530036,63.608610567514674,1.1380753138075315,256,0.0033901271061188287
ILSVRC2012_val_00000052.JPEG,1,0,0,1723,152.24070609929709,52.394656557038594,84.8867088607595,2.1983805668016196,627,0.010237487291212781
ILSVRC2012_val_00000053.JPEG,1,0,0,248,113.03273718674856,28.303520013104425,21.30163043478261,0.5726495726495726,86,0.027408376470588233
ILSVRC2012_val_00000054.JPEG,1,0,0,5044,200.3804798871741,38.13466709293018,103.2867215041128,1.4107648725212465,489,0.009196298039215685
ILSVRC2012_val_00000055.JPEG,1,0,0,1190,149.73376954109034,52.05719976856938,83.9549436795995,2.3291666666666666,740,0.018812321282679737
ILSVRC2012_val_00000056.JPEG,1,0,0,3747,104.13549397005232,76.46938991989235,99.05804111245466,1.513677811550152,354,0.017257406094968106
ILSVRC2012_val_00000057.JPEG,0,0,0,3174,155.8781751039919,67.05115596248325,56.618101545253865,1.0223214285714286,285,0.023172433986928104
ILSVRC2012_val_00000058.JPEG,1,0,0,7394,106.49047193437212,39.835591872075575,15.881868131868131,0.2907801418439716,36,0.015240487546369898
ILSVRC2012_val_00000059.JPEG,0,1,0,6320,93.22292253607901,42.42924245056783,57.93482905982906,0.8210116731517509,43,0.022452705882352937
